name,dyn
吴敦仁,清
吴敦常,清
吴敦礼,清
吕阳泰,清
施士升,清
韦国琛,清
韦国模,清
张朝清,清
许式金,清
许廷崙,清
许廷壁,清
许青麟,清
许建勋,清
陈大观,清
陈奎,清
陈朝新,清
黄希先,清
黄联璧,清
潘乾策,清
蔡传心,清
郑日章,清
郑奉天,清
苏宝书,清
高拱乾,清
张湄,清
徐宗勉,清
陈梅峰,清
萧联魁,清
丁曰健,清
丁必捷,清
王琅,清
王槐,清
吴玉麟,清
吕宗健,清
巫宜福,清
李如员,清
李望洋,清
李清芬,清
李乔,清
周漪,清
林大喜,清
林秀民,清
林松,清
林维丞,清
柯辂,清
秋曰觐,清
范挹韩,清
徐仲山,清
徐葵,清
马清枢,清
张秉铨,清
陈斐文,清
陈鼎元,清
陈维英,清
彭廷选,清
黄本渊,清
杨桂森,清
叶泮英,清
刘明灯,清
蔡德辉,清
郑用鉴,清
萧纶,清
丁宝濂,清
张丽俊,清
梁成楠,清
陈辉,清
曾逢辰,清
赵钟麒,清
刘育英,清
郑家珍,清
王汉申,清
吴成谟,清
吴景中,清
吴萃奎,清
李连升,清
林光辉,清
林奎章,清
林师圣,清
林启泰,清
林琼,清
韦廷葆,清
张文雅,清
张维光,清
张凤祥,清
许玉章,清
陈廷圭,清
陈廷瑚,清
陈廷璧,清
陈登科,清
章采,清
曾浚成,清
黄天德,清
潘振甲,清
赖河光,清
赖纯光,清
赖纬光,清
薛云徵,清
魏尔青,清
苏继朋,清
林朝英,清
吴性诚,清
方达圣,清
王人俊,清
王之春,清
王之敬,清
王洪,清
王敏政,清
王善宗,清
石福作,清
何如谨,清
何借宜,清
余文仪,清
余延良,清
余国榆,清
吴王坦,清
吴廷华,清
吴镕,清
李廷纲,清
李泌,清
李秉钧,清
李振唐,清
李祺生,清
李阊权,清
李钟问,清
阮蔡文,清
周芬斗,清
周青莲,清
林中桂,清
林元俊,清
林逢原,清
林华昌,清
林庆旺,清
林树梅,清
林兴泗,清
林翼池,清
金文焯,清
施士安,清
施陈庆,清
施琼芳,清
柯培元,清
柯椽,清
柯箖,清
柯锡珍,清
柳存信,清
洪成度,清
胡健,清
倪在田,清
孙日高,清
孙霖,清
孙襄,清
书山,清
秦定国,清
娄广,清
张士箱,清
张方高,清
张宏,清
张若雯,清
张若霳,清
张师文,清
张琮,清
张駥,清
张缵绪,清
庄士勋,清
庄允义,清
庄年,清
庄长命,清
许銮,清
陈元荣,清
陈斗南,清
陈玉衡,清
陈此,清
陈廷和,清
陈志魁,清
陈宗达,清
陈书（桃源人,清
陈望曾,清
陈圣彪,清
陈梦林,清
陈震曜,清
陈学圣,清
陆登选,清
陆广霖,清
彭夏琴,清
曾秀,清
汤尚鹏,清
黄仁,清
黄元弼,清
黄吴祚,清
黄廷光,清
黄茂清,清
黄清泰,清
黄骧云,清
杨士芳,清
杨宗城,清
褚禄,清
刘伯琛,清
刘家谋,清
刘黎光,清
潘鼎圭,清
蔡廷兰,清
蔡佩香,清
郑以庠,清
郑超英,清
郑焕文,清
郑际魁,清
郑霄,清
卢九围,清
卢观源,清
萧竹,清
赖承裕,清
戴启文,清
谢锡朋,清
简楫,清
谭垣,清
觉罗四明,清
章甫,清
王联登,清
林维朝,清
姜晨熙,清
施澹人,清
夏之芳,清
夏瑚,清
黄瑞超,清
蔡碧吟,清
郑应球,清
觉罗雅尔哈善,清
柏谦,清
陆荣柜,清
黄叔璥,清
董天工,清
方世泰,清
方祖荫,清
吴毓秀,清
李逢时,清
狄曼农,清
周式濂,清
周懋琦,清
官连娣,清
林绍唐,清
施昭澄,清
徐嘉干,清
柴伯廉,清
陈筱冬,清
陈筱亭,清
陈凤昌,清
陈韵兰,清
曾光斗,清
笋山刺史,清
僧明河,清
潘骏章,清
卢钰,清
阎炘,清
谢采蘩,清
王兆升,清
王璋,清
何勉,清
俞荔,清
秦士望,清
陈兆蕃,清
舒辂,清
黄学明,清
刘良璧,清
王云鹏,清
吕成家,清
沈长棻,清
周于仁,清
周凯,清
施模,清
徐必观,清
许宏,清
陈士荣,清
陈廷宪,清
黄金,清
翟俦,清
刘功杰,清
蒋镛,清
蔡徵蕙,清
朱术桂,清
王宗达,清
吴应造,清
吴观域,清
李中素,清
林材,清
林凤飞,清
洪沧洲,清
徐元,清
书成,清
高祖彭,清
张从政,清
陈汝缵,清
陈慧,清
陈锡圭,清
曾源昌,清
黄继业,清
杨世清,清
蒋仕登,清
卢芳型,清
戴逊,清
谢家树,清
颜绍隆,清
魏国雄,清
方文雄,清
王宾,清
史廷贲,清
朱沄,清
何昌藩,清
吴周祯,清
李丕煜,清
林青莲,清
林绍裕,清
林梦麟,清
柯廷第,清
张应渭,清
陈元炳,清
陈文炳,清
陈洪圭,清
陈璿,清
章谷,清
黄文仪,清
黄家鼎,清
蔡江琳,清
卢德嘉,清
钱元扬,清
钱登选,清
尤和鸣,清
王均元,清
江昶荣,清
江耀章,清
吴克明,清
吕鹰扬,清
卓国伯,清
卓云鸿,清
卓梦华,清
周日灿,清
林人文,清
林振芳,清
林特如,清
林登庸,清
林慎修,清
林应运,清
林鹏奋,清
侯时见,清
施士膺,清
施士燝,清
施国义,清
柯在庚,清
柯汝贤,清
柳学辉,清
柳学鹏,清
洪坤,清
徐埴夫,清
翁煌南,清
张大璋,清
张青峰,清
张维垣,清
庄天釬,清
庄天锡,清
郭必捷,清
郭绍芳,清
陈人英,清
陈文达,清
陈正春,清
陈百川,清
陈廷藩,清
陈尚恂,清
陈尚惠,清
陈思敬,清
陈洪泽,清
陈湛恩,清
陈维菁,清
陈树蓝,清
傅汝霖,清
曾作霖,清
曾维桢,清
黄名臣,清
黄汝济,清
黄彦鸿,清
黄通理,清
黄瑞玉,清
黄梦兰,清
杨克彰,清
刘神岳,清
刘献池,清
蔡鸿书,清
郑贻林,清
赖时辉,清
钱元煌,清
钱时洙,清
钱镈,清
薛邦扬,清
谢正华,清
谢其仁,清
简温其,清
罗桂芳,清
罗维屏,清
苏潮,清
何澄,清
高选锋,清
区天民,清
庄一煝,清
郭襄锦,清
陈元图,清
陈季同,清
陈霞林,清
黄朝清,清
蔡添福,清
谢颖苏,清
魏绍吴,清
丁居信,清
王子典,清
王蓝玉,清
王蓝石,清
江冰鉴,清
吴鲁,清
李宜青,清
辛齐光,清
林大鹏,清
林周茶,清
林拱辰（瑞龙,清
林菼,清
施仁思,清
施家珍,清
胡应魁,清
张玺,清
许廷光,清
连日春,清
郭文炳,清
陈日翔,清
陈家驹,清
陈琇瑩,清
陈登元,清
陈维藻,清
陶绍景,清
曾曰瑛,清
汤世昌,清
潘永清,清
蔡庄鹰,清
卫克堉,清
赖世良,清
赖世贞,清
赖世陈,清
方达义,清
王之科,清
王名标,清
王绍兰,清
王德元,清
王礼,清
立柱,清
李雰,清
林麟昭,清
金鸣凤,清
洪禧,清
范昌治,清
孙灏,清
祝道桩,清
郝霔,清
高山,清
张以仁,清
陈昂,清
景考祥,清
曾中立,清
游化,清
游廷元,清
费应豫,清
黄化鲤,清
黄廷璧,清
黄佺,清
黄对扬,清
黄缵,清
僧喝能,清
僧莲芳,清
庆保,清
蔡开春,清
郑大枢,清
郑兼才,清
薛约,清
谢金銮,清
韩必昌,清
龚帝臣,清
仝卜年,清
李若琳,清
屠文照,清
陈淑均,清
黄学海,清
董正官,清
吴春樵,清
李祖训,清
林鹏霄,清
童蒙吉,清
黄如许,清
郑如松,清
郑如恭,清
陈家庆,清
刘人熙,清
袁世凯,清
黄永,清
陈世祥,清
戴延介,清
宋思仁,清
吴廷相,清
张洲,清
张廷榴,清
张廷梅,清
王缵祖,清
金文澜,清
袁鹏翥,清
余文靖,清
李景枚,清
慈国璋,清
秦清,清
戴璐,清
陈桂森,清
孟邵,清
蒋曰纶,清
何广生,清
张若渟,清
张树槐,清
刘元吉,清
王奉曾,清
金科豫,清
孙澄,清
马维驭,清
焦和生,清
周兴岱,清
王元翊,清
彦布,清
王钟健,清
王柱,清
章锦,清
沈士临,清
王有德,清
阎学淳,清
马启泰,清
马长庚,清
孙宗炎,清
陈大文,清
王福清,清
王承广,清
查淳,清
查枢,清
彭冠,清
彭绍观,清
王志翰,清
涂日烜,清
仲贻桂,清
朱腹松,清
刘嗣焕,清
邓为纲,清
张维祺,清
刘念拔,清
王佐,清
马思圣,清
郑人瑞,清
何士鋐,清
柴士珍,清
王旭朗,清
徐成鼎,清
曹殿魁,清
罗大奇,清
王仲,清
李继曾,清
陈荀会,清
段瑄,清
秦懋效,清
周廷采,清
凌均,清
赵正源,清
孙天宁,清
孙曰秉,清
郭明德,清
业大观,清
刘绳祖,清
方中选,清
郭玉珩,清
王朝元,清
陈学海,清
钱涛,清
陈善言,清
邢鄂,清
毛嘉模,清
金梦麟,清
金兆燕,清
明善,清
金朝觐,清
王尔烈,清
王德纯,清
赵学泗,清
石琮,清
王志鳌,清
王致礼,清
杨时华,清
王浩,清
徐培基,清
李玖,清
缪公恩,清
张玉纶,清
多隆阿,清
苍书叔父,清
清琦,清
牛焘,清
杜贵墀,清
周祖同,清
李恰,清
施景琛,清
徐锡胤,清
沈璜,清
苏先,清
朱隗,清
林云凤,清
周葵,清
张纪,清
钱龙跃,清
何云,清
陈玉齐,清
吴宗荣,清
陆贻典,清
冯孝成,清
顾凝远,清
钱龙惕,清
许经,清
周永年,清
周永言,清
王策,清
孙永祚,清
杨彝,清
顾钛,清
陶式玉,清
陈煌图,清
陈如鎏,清
汤日新,清
陆瑞徵,清
瞿嵩锡,清
王维宁,清
归士琯,清
严焞,清
严熊,清
褚道潜,清
秦兰佩,清
陆阶,清
赵汝揆,清
陈祺芳,清
瞿师周,清
唐瑀,清
冯武,清
陈帆,清
吴德裕,清
许嘉祐,清
冯廷宾,清
邓林梓,清
徐淑,清
戴淙,清
吴元颖,清
冯行贤,清
王焘,清
沈卓,清
陈协,清
许世孝,清
刘本沛,清
钱良择,清
瞿世寿,清
钱兴祖,清
薛芬,清
瞿式耜,清
顾梦麟,清
毛晋,清
郑成功,清
方以智,清
王时敏,清
归允肃,清
恽寿平,清
徐崧,清
王夫之,清
陆肯堂,清
张大纯,清
王誉昌,清
汪应铨,清
许廷录,清
王应奎,清
蒋溥,清
吴蔚光,清
张燮,清
周昂,清
瞿颉,清
黄廷鉴,清
钱泳,清
钱湄,清
瞿镛,清
周爔,清
杨沂孙,清
邵亨豫,清
吴树芬,清
汪鸣銮,清
钱美,清
王伊,清
药龛,清
黄人,清
庞树柏,清
沈汝瑾,清
冯国鑫,清
宗仰,清
邵松年,清
张謇,清
刘诒慎,清
吴昌硕,清
丁祖荫,清
金病鹤,清
王式通,清
言敦源,清
陈去病,清
赵石,清
曾朴,清
徐兆玮,清
陈夔龙,清
徐世昌,清
张瑞,清
沈绮琴,清
蔡又新,清
王灿如,清
陈荣邦,清
祝誉彬,清
费葆和,清
汪廷桂,清
赵廷赓,清
朱宝廉,清
俞赓唐,清
俞允若,清
汪怡甲,清
张心禾,清
葛□渭,清
袁缉熙,清
周燮,清
陈振,清
徐存性,清
冯墀瑞,清
张紫澜,清
李杨,清
沙从心,清
金城,清
钱筮离,清
吴铭育,清
缪九畴,清
陈名发,清
章成铭,清
沙允成,清
佚名,清
承培元,清
谢蕙,清
薛镛,清
陈毓秀,清
张廷寿,清
徐文泂,清
顾书城,清
章型,清
陈熙治,清
陈爔唐,清
薛幼芸,清
陆均,清
陈崇牧,清
王家枚,清
章钟岳,清
向㻾,清
王家枢,清
夏炜如,清
王汝仪,清
吴凤韶,清
夏子威,清
朱尔楷,清
黄光照,清
章钟祜,清
章钟亮,清
缪抡俊,清
钱荣国,清
章际治,清
王恩浩,清
许咏仁,清
章元治,清
卢典,清
赵清瑞,清
祝书根,清
李家璿,清
陈以豫,清
章慎清,清
曹岱,清
程孺人,清
曹复,清
曹裕,清
曹柱林,清
曹廷梓,清
曹廷熊,清
曹凤仪,清
曹兰荪,清
曹景,清
蒋莼,清
曹俊,清
曹铭彝,清
朱廷佐,清
蒋玉棱,清
周在镐,清
钱荣光,清
沈子玖,清
张浚佳,清
沈珂,清
张逸藻,清
沈蓉芬,清
赵同骥,清
章烜,清
缪焕章,清
张玉墀,清
陶育,清
潘俊,清
缪重熙,清
吴锦诗,清
缪赞熙,清
缪葆忠,清
章畸,清
章同瑞,清
章锡明,清
殷葆诚,清
刘钰,清
钱福那,清
何彦升,清
周馨桂,清
徐庭翼,清
缪仲诰,清
谢高育,清
郑惇五,清
章永基,清
杨希三,清
卞乃钰,清
杨敦诗,清
陈名寿,清
陈名典,清
陈名慎,清
张君达,清
张之纯,清
杨翰元,清
王季珠,清
邵济儒,清
周熙元,清
徐镇,清
郭祖庚,清
冯璜,清
张绍龄,清
葛樵隐,清
缪愚孙,清
朱氏,清
朱佩兰,清
郑经（守庭,清
曹毓英,清
周赓良,清
陆汝猷,清
谢调元,清
曹鉴彝,清
胡本绅,清
陈裔仲,清
陆祖瀛,清
蒋葆元,清
赵良栻,清
夏诒,清
王仲霞,清
陆懿淑,清
陆懿和,清
陆蕙芬,清
夏诒霖,清
恽耐寒,清
陈静英,清
任敦爱,清
叶长龄,清
童玮,清
夏子鎏,清
夏诒垣,清
夏子重,清
陈芝英,清
夏世名,清
王泰偕,清
柳宝贻,清
徐岳,清
徐炳,清
徐元钺,清
徐寅吉,清
徐冶贤,清
徐宗达,清
祝陛芸,清
王润生,清
王诰,清
王坤,清
陈式金,清
吴希鄂,清
吴曾徯,清
缪烜,清
章诚叔,清
王希玉,清
张树培,清
季念诒,清
王源生,清
王德爵,清
杨浣芬,清
徐汝烜,清
赵同贤,清
蔡昶,清
孙允升,清
吴启,清
严本,清
王授,清
吴福,清
吴祥,清
李?,清
蒋伟,清
李诩,清
李桢,清
吴重,清
郭士达,清
周元晟,清
吴法,清
李应炅,清
周九鼎,清
吴廷栋,清
吴芳标,清
吴芳楫,清
吴芳权,清
吴旸,清
缪思勃,清
吴曦,清
吴晴,清
吴天培,清
吴文培,清
吴宣培,清
吴锡衮,清
吴锦,清
吴厚培,清
吴仁培,清
吴銮,清
吴镛,清
吴锡骏,清
吴锡玉,清
吴锡彤,清
程士诰,清
吴锡黻,清
董铨,清
勇朱芾,清
陈培,清
陈世济,清
陈柄德,清
徐梓,清
吴铭,清
吴澍,清
吴镗,清
吴江,清
吴湘,清
吴淮,清
吴澈,清
孙培统,清
杨倓,清
徐绍基,清
王应辰,清
李寄,清
金锷,清
黄毓祺,清
张师召,清
张耿,清
张世承,清
张锡龄,清
张经畬,清
张荣曾,清
张懋勋,清
张多益,清
章程,清
章杞,清
章文焕,清
贡良,清
钱蘅生,清
段玉函,清
柯先荣,清
汪淑娟,清
陈翡翠,清
杨琇,清
丁白,清
张鸿庑,清
张淑,清
钟青,清
童观观,清
苏清月,清
苏瑞容,清
王瑞淑,清
许心榛,清
许心碧,清
许心檀,清
许心澧,清
颜绣琴,清
蒲映渌,清
赵承光,清
沈树荣,清
许定需,清
钱和,清
王芬（蕙田,清
王仙媛,清
姚凤翙,清
袁寒篁,清
于启璋,清
徐映玉,清
吴森札,清
钱彻,清
钱宛鸾,清
钱贞嘉,清
吴芳,清
丘瑟如,清
方笙,清
方佺,清
林绿,清
戴凌涛,清
吴沄,清
翁舆淑,清
陈敬（端宁,清
潘端,清
李淑媛,清
查清,清
吴文柔,清
周琼,清
李朓,清
汪婤,清
堵霞,清
严淑珍,清
许冰玉,清
宋瑊,清
季娴,清
宋凌云,清
顾树芬,清
陆幽光,清
万淑修,清
束蘅,清
郁大山,清
邵斯贞,清
陆敏,清
顾之琼,清
陆真,清
蔡婉罗,清
虞兆淑,清
徐淑秀,清
叶慧光,清
金庄,清
叶宏缃,清
华宜,清
邓湛,清
黄之柔,清
邓太妙,清
周季,清
华慧空,清
张瑛,清
贺绿,清
贺洁,清
张传,清
冯挹芳,清
喻撚,清
张道介,清
成岫,清
倪小,清
周蕉,清
陈契,清
王昙影,清
赵氏（廷标女,清
沈佩,清
杨澈,清
杨澄,清
刘云琼,清
秦某（张日駜室,清
胡佩荪,清
胡纫荪,清
汤淑英,清
俞浚,清
沈关关,清
沈士芳,清
许玉晨,清
李素（冰心,清
沈栗,清
李瑗,清
韩智玥,清
叶辰,清
叶文,清
权贵妃,清
黄德贞,清
陈璘（兰修,清
王荪,清
丁瑜（静娴,清
杨毓贞,清
杭锦,清
唐元观,清
唐榛,清
黄淑贞,清
汤莱,清
王琛（洛珍,清
姚青蛾,清
王炜（辰若,清
姜道顺,清
许宜媖,清
刘建,清
杜漪兰,清
刘令右,清
吴怀凤,清
吴榴阁,清
倪瑞,清
陆羽嬉,清
顾瑶华,清
吴瑗（文青,清
蔡翥,清
陈洁,清
葛嫩,清
吴皎临,清
周姗姗,清
徐简,清
秦清芬,清
孙兰媛,清
孙蕙媛,清
周兰秀,清
胡莲,清
周慧贞,清
吴湘（婉罗,清
孙瑶英,清
吴娟,清
吴贞闺,清
吴静闺,清
席瑶林,清
胡玉莺,清
吴湘（若耶,清
欧阳珑,清
任淑仪,清
吴九思,清
王芳舆,清
黄蓼鸿,清
钱慧贞,清
钱慧珠,清
蓉湖女子,清
丁一揆,清
董如兰（畹仙,清
蔡捷,清
庞蕙纕,清
张丽人,清
严曾杼,清
卞梦钰,清
项佩,清
黄荃,清
吴碧,清
张瑶,清
尹琼华,清
闵怀英,清
马闲卿,清
庄焘,清
吴永汝,清
邓繁桢,清
徐应坤,清
李淑照,清
李淑慧,清
高荣,清
高縏,清
姚雪初,清
黄藻修,清
吴芳珍,清
程端颖,清
冒俊,清
张素秋,清
戴恭人,清
盛氏（盛进士女,清
吉珠,清
陈沅,清
寇湄,清
张阿钱,清
顾信芳,清
彭孙婧,清
鲍芳茜,清
李长宜,清
程茯娥,清
沈友琴,清
沈御月,清
赵家璧,清
王睿（智长,清
王璋（季璞,清
王虞凤,清
蒋晱,清
李端生,清
许传妫,清
范毓秀,清
汪韫石,清
王兰佩,清
陈滟,清
顾静和,清
韵芳,清
姑苏女子,清
沈宛,清
纪松实,清
林少君,清
钱洁,清
吴琼仙,清
吴规臣,清
范玉,清
汪玉轸,清
许庭珠,清
李畹,清
席慧文,清
许延礽,清
鲍靓,清
王长生,清
董琬贞,清
黄履,清
马翠燕,清
恽氏,清
袁淑,清
袁青,清
袁嘉,清
浦安,清
王瑗,清
张素,清
沈英,清
吕承婍,清
吕承娧,清
缪珊如,清
毛茂清,清
沈湘云,清
吕季安,清
沈茝纫,清
陆惠,清
陆岫芬,清
傅隐兰,清
徐茝,清
杨瑾华,清
杨璿华,清
姚汭,清
涂莹,清
杨蕴辉,清
张诩,清
归真道人,清
戴珊,清
熊象慧,清
项纫,清
赵英瑗,清
鲍淑媚,清
夏淑真,清
戴锦,清
伍宗仪,清
丁善仪,清
丁静兰,清
杜韵芳,清
尹蕙,清
王采蘩,清
丁淑媛,清
翁玉孙,清
王谢,清
居一林,清
汤湘芷,清
孙汝兰,清
冯兰贞,清
冯兰因,清
查慧,清
许嘉仪,清
朱宗淑,清
朱文娟,清
孙丽融,清
柯纫秋,清
瘦鸾,清
武铁峰,清
杨琬,清
许希琼,清
曹佩英,清
孔印兰,清
孔宪英,清
孔韫辉,清
秦霞,清
梁蓉函,清
朱肄南,清
王少华,清
丛祁志,清
陆姮,清
陆恒,清
许英,清
沈省,清
叶俊杰,清
陈紫婉,清
秦兰生,清
徐比玉,清
陈素贞,清
钱瑗,清
钱玉吾,清
汪仲媛,清
陈蕴莲,清
施绮,清
陈爱真,清
邵广铨,清
邵懿恒,清
徐茝龄,清
周日蕙,清
金蓉,清
郭慧瑛,清
石锦绣,清
黄畹,清
吴瑛,清
顾蕙,清
高茹,清
刘问陶,清
吴氏（邹延玠室,清
吴永和,清
徐庭照,清
秦云,清
秦云（佩芬,清
汪蘅,清
关锜,清
谢翠霞,清
黄玉润,清
孔庆贞,清
津门女子,清
浦梦珠,清
王韵梅,清
汪菊孙,清
钱畹兰,清
金婉,清
徐芝,清
张良婵,清
李瑸,清
陆篯,清
沈蕊,清
毕景桓,清
邵莹,清
居庆,清
居文,清
陆瑛,清
周绮,清
张琼娘,清
方珍,清
吕采芙,清
秦瑗,清
叶舫,清
葛覃,清
李文荪,清
张景芬,清
贾永,清
屈凤辉,清
陈书（仲玉,清
陈芳藻,清
支机,清
郑莲孙,清
施掌珠,清
小怀,清
沈芳,清
江淑则,清
龚自璋,清
吴柏,清
万钿,清
朱云裳,清
张芥,清
张屯,清
吴麟珠,清
陈素安,清
汪静娟,清
汤芷,清
夏倩雯,清
陈银,清
秦桢,清
吴青莲,清
卢蕴真,清
周敏贞,清
黄兰雪,清
韩瑛,清
丁采芝,清
朱美英,清
徐绍芬,清
黄玮,清
燕翼,清
钟维则,清
方怀英,清
包韫珍,清
钱令芬,清
程浣青,清
李华（澹卿,清
蒋氏（元葵女,清
于晓霞,清
于懿,清
劳纺,清
吴小贞,清
沈允慎,清
江云和,清
陈星垣,清
陆韵梅,清
郑蕙,清
戴青,清
周绍黻,清
王梦兰,清
钱启缯,清
袁毓卿,清
胡凯似,清
陈作芝,清
况桂珊,清
黄馥,清
曲茝纕,清
冒文蘅,清
叶静宜,清
叶淡宜,清
叶翰仙,清
蒋英（蕊仙,清
刘世珍,清
吴尚憙,清
曾廉,清
陈步墀,清
杨玉衔,清
徐坷,清
许雷地,清
黄金石,清
许承钦,清
李滢,清
曹垂灿,清
沈永令,清
许缵曾,清
金渐皋,清
严沆,清
闵叙,清
王日藻,清
彭襄,清
沈自南,清
陆鸣珂,清
方兆及,清
孙旸,清
章在兹,清
徐文烜,清
孙一致,清
祁文友,清
严允肇,清
顾岱,清
赵沄,清
毛如瑜,清
喻指,清
徐振芳,清
张杉,清
沈道映,清
陆元辅,清
陆宗潍,清
吴兆宽,清
沈磐,清
何嘉延,清
张可度,清
梁逸,清
阮旻锡,清
董闇,清
郁植,清
文点,清
朱徽,清
舒忠谠,清
董道权,清
任元祥,清
侯开国,清
柳文,清
蒋泩,清
吴祖命,清
姚文焱,清
方膏茂,清
汪志道,清
路鹤徵,清
王懋忠,清
范超,清
郭襄图,清
顾万祺,清
卢元昌,清
胡渭生,清
王孙晋,清
吴物荣,清
黄垍,清
周弘,清
刘梁嵩,清
魏麟徵,清
傅昂霄,清
孟亮揆,清
许孙荃,清
陈锡嘏,清
王吉武,清
许承家,清
丘象随,清
钱金甫,清
沈朝初,清
彭宁求,清
吴秉谦,清
孙元恒,清
孙宝侗,清
王曾斌,清
黄始,清
叶世佺,清
陈维岳,清
马世杰,清
金侃,清
钱柏龄,清
冯樾,清
刘淑颐,清
张宫,清
章静宜,清
汪徵远,清
汪洪度,清
汪洋度,清
潘镠,清
彭极,清
李载,清
庞鸣,清
周稚廉,清
毛师柱,清
陈学洙,清
史骐生,清
徐元正,清
黄庭,清
田从典,清
徐宾,清
石为崧,清
张尚瑗,清
沈名荪,清
杨中讷,清
高孝本,清
姚弘绪,清
程文正,清
姚士陛,清
顾图河,清
陈璋,清
张逸少,清
佟法海,清
焦袁熹,清
沈育,清
王焜,清
周士彬,清
徐发,清
陈苌,清
沈天宝,清
杨汝谷,清
陆师,清
许迎年,清
蔡㺱,清
陈沂震,清
许湄,清
费洪学,清
刘师恕,清
陈睿思,清
刘岩,清
张自超,清
吴瞻淇,清
章藻功,清
陈至言,清
于养志,清
陈学泗,清
沈受宏,清
陆韬,清
蒋楛,清
顾希哲,清
许润,清
毛世楷,清
杨横,清
沈畯,清
沈钟彦,清
沈绍姬,清
张衍懿,清
孙中岳,清
谢志发,清
吴祖修,清
陈炳,清
文掞,清
沈曾成,清
陈于王,清
王丹林,清
顾嗣协,清
李寅,清
俞㬎,清
刘石龄,清
黄中坚,清
沈廉,清
翁荃,清
盛远,清
沈自东,清
卜焕,清
康乃心,清
吴斯洺,清
吴资生,清
蒋纲,清
张麟书,清
惠士奇,清
秦道然,清
方觐,清
吴翊,清
张景崧,清
王时宪,清
舒大成,清
黄师琼,清
虞景星,清
杨绳武,清
吴襄,清
唐建中,清
谢遵王,清
顾陈垿,清
尤秉元,清
张弘敏,清
徐陶璋,清
凌如焕,清
余敏绅,清
潘其灿,清
翁志琦,清
郑江,清
邹升恒,清
宋照,清
王恪,清
吴家骐,清
华希闵,清
方正瑗,清
叶士宽,清
蒋恭棐,清
沈懋华,清
鲁曾煜,清
李针,清
甘日懋,清
邵泰,清
蒋深,清
王涛,清
计默,清
徐善建,清
顾文渊,清
严启煜,清
毛张健,清
陈培脉,清
邵曾训,清
蒋延鋐,清
殷誉庆,清
李嶟端,清
夏弘,清
王文潜,清
黄河澄,清
翁诰,清
郁扬勋,清
吴之驎,清
姚飞熊,清
古易,清
陆蓨,清
王天骥,清
陈链,清
朱经,清
张劭,清
顾绍敏,清
郑鉽,清
刘震,清
秦应阳,清
徐翔鹍,清
叶肇梓,清
汪绍焻,清
钱锦城,清
许心扆,清
王肇,清
王琛,清
萧赵琰,清
汪衡,清
计元坊,清
徐志岩,清
汪煚,清
许玑,清
钱嵩期,清
姚湘,清
邵锦潮,清
缪曰芑,清
潘果,清
陶正中,清
金凤纶,清
王峻,清
曹銮,清
王绳曾,清
沈荣简,清
张一鸣,清
高不骞,清
蒋锡震,清
毛锡繁,清
施玫,清
顾易,清
钱中枢,清
吴承泰,清
钱之青（凤文,清
张安弦,清
徐洪钧,清
缪谟,清
朱奕恂,清
侯铨,清
宋乐,清
郑玉珩,清
万夔辅,清
丘迥,清
乔崇修,清
乔肃,清
叶永年,清
方朝,清
徐珽,清
程鸣,清
龚諴,清
朱鼎鋐,清
倪濂,清
王苍璧,清
周远,清
朱厚章,清
蒋梦兰,清
方贞观,清
吴诩,清
孙宏,清
叶锦,清
康瑄,清
孙阳顾,清
吴学濂,清
程烈,清
朱国汉,清
曹煜曾,清
曹炳曾,清
曹煐曾,清
秦时昌,清
朱肇璜,清
朱霞,清
汪沅,清
周瓒,清
沈廷扬,清
刘宗霈,清
沈源,清
赵关晓,清
周振采,清
孙璜,清
金衡,清
赵虹,清
陈伦,清
沈炯,清
李天根,清
程简,清
朱家瑞,清
石年,清
蔡书升,清
于鳌,清
沈荣俊,清
陈份,清
钱之青,清
倪承茂,清
陶善圻,清
钮汝骐,清
陈景钟,清
张进,清
孙贻武,清
吴檠,清
蔡寅斗,清
林明伦,清
张畹,清
张釴,清
江声,清
乔湜,清
周天藻,清
孙谟,清
陈灿霖,清
陆文铭,清
李璧,清
马长海,清
金綎,清
周京,清
方肇夔,清
缪宗俨,清
洪嘉植,清
朱瑄,清
周杭,清
俞玉局,清
石文,清
顾嘉誉,清
翁格,清
陆苍培,清
华龙翔,清
冯嗣京,清
宋匡业,清
陆淹,清
江宏文,清
陈叶筠,清
张琯,清
张嵩龄,清
席镐,清
周孝学,清
李果,清
韩骐,清
高日新,清
马位,清
程樊,清
高述明,清
康弘勋,清
程嗣立,清
姚世钰,清
姚世钧,清
邵岷,清
吴定璋,清
马日琯,清
李进,清
周永铨,清
汪俊,清
朱受新,清
王大椿,清
潘廷埙,清
宠畹,清
范淑钟,清
丁瑜,清
金氏,清
周志蕙,清
马士骐,清
张凌仙,清
周淑媛,清
琅琊女子,清
潜江张氏,清
袁九昵,清
陈佩,清
吴雯华,清
沈蕙玉,清
吴巽,清
许楚畹,清
陈奇芳,清
吴若华,清
杨克恭,清
汪璀,清
大瓠,清
函可,清
晓音,清
性休,清
楚琛,清
大汕,清
尤埰,清
郑统嘉,清
黄光彬,清
陈于凤,清
邱卓然次女,清
余楚材,清
伍嘉猷,清
邢昊,清
雷可升,清
伍凤文,清
吴鼎弦,清
叶纡青,清
廖鸣凤,清
汤传矩,清
叶锡辂,清
伍元勋,清
缪燧,清
严学诚,清
曹大荣,清
周文达,清
史有光,清
薛元敏,清
刘芳,清
徐辰,清
孙璟,清
